freq	source	label	types	activate_text
1	tooltip_interrupt	MANDALA	BT_STAT	
1	tooltip_interrupt	THE_CASTAWAY_REAPER	BT_DMG_TARGET_BREAK	
1	tooltip_interrupt	SHICHIFUJAS_CURSE	BT_STAT	
1	tooltip_interrupt	DRAGON_FEAR	BT_STAT	
1	tooltip_interrupt	OATH_OF_METEOS	BT_DMG_REDUCE	
1	tooltip_interrupt	ENVIRONMENTAL_CHANGE_RESPONSE	BT_NONE	
1	tooltip_interrupt	WEATHER_VARIABLE_RESPONSE	BT_NONE	
1	tooltip_interrupt	REMOVE_DETECTION_INTERFERENCE	BT_NONE	
1	tooltip_interrupt	EXCLUDE_UNKNOWN_VARIABLES	BT_NONE	
576	type	BT_DMG	BT_DMG	SYS_BUFF_BACKUP|SYS_BUFF_DMG
486	type	BT_ACTION_GAUGE	BT_ACTION_GAUGE	SYS_BUFF_ACTION_GAUGE_UP
320	type	BT_DMG_REDUCE	BT_DMG_REDUCE	
265	type	BT_STAT_PREMIUM	BT_STAT_PREMIUM	
180	type	BT_GROUP	BT_GROUP	
173	type	BT_HEAL_BASED_TARGET	BT_HEAL_BASED_TARGET	
157	type	BT_STUN	BT_STUN	
133	type	BT_AP_CHARGE	BT_AP_CHARGE	
129	type	BT_DOT_BURN	BT_DOT_BURN	
125	type	BT_REMOVE_BUFF	BT_REMOVE_BUFF	
125	type	BT_REVERSE_HEAL_BASED_TARGET	BT_REVERSE_HEAL_BASED_TARGET	
122	type	BT_SHIELD_BASED_CASTER	BT_SHIELD_BASED_CASTER	
106	type	BT_COOL3_CHARGE	BT_COOL3_CHARGE	
100	type	BT_REMOVE_DEBUFF	BT_REMOVE_DEBUFF	
90	type	BT_DOT_BLEED	BT_DOT_BLEED	
89	type	BT_DMG_OWNER_STAT	BT_DMG_OWNER_STAT	
86	type	BT_WG_HEAL	BT_WG_HEAL	
84	type	BT_DOT_POISON	BT_DOT_POISON	
84	type	BT_ADDITIVE_TURN	BT_ADDITIVE_TURN	SYS_BUFF_ADDITIVE_TURN
82	type	BT_CP_CHARGE	BT_CP_CHARGE	
80	type	BT_WG_DMG_REDUCE	BT_WG_DMG_REDUCE	
79	type	BT_DOT_CURSE	BT_DOT_CURSE	
78	type	BT_HEAL_BASED_CASTER	BT_HEAL_BASED_CASTER	
71	type	BT_COOL_CHARGE	BT_COOL_CHARGE	
71	type	BT_FREEZE	BT_FREEZE	
68	type	BT_NONE	BT_NONE	SYS_BUFF_IMMUNE
58	type	BT_STAT	BT_STAT	
55	type	BT_AGGRO	BT_AGGRO	
54	type	BT_EXTEND_BUFF	BT_EXTEND_BUFF	
52	type	BT_DOT_LIGHTNING	BT_DOT_LIGHTNING	
48	type	BT_DMG_TO_BOSS	BT_DMG_TO_BOSS	
47	type	BT_WG_INVINCIBLE	BT_WG_INVINCIBLE	SYS_BUFF_WG_INVINCIBLE
45	type	BT_STAT_OWNER_LOST_HP_RATE	BT_STAT_OWNER_LOST_HP_RATE	
44	type	BT_SEAL_COUNTER	BT_SEAL_COUNTER	
44	type	BT_EXTEND_DEBUFF	BT_EXTEND_DEBUFF	
43	type	BT_CALL_BACKUP	BT_CALL_BACKUP	SYS_BUFF_BACKUP
42	type	BT_IMMUNE	BT_IMMUNE	SYS_BUFF_IMMUNE
41	type	BT_INVINCIBLE	BT_INVINCIBLE	
39	type	BT_SEALED	BT_SEALED	SYS_BUFF_SEALED
34	type	BT_DMG_TARGET_DEBUFF	BT_DMG_TARGET_DEBUFF	
32	type	BT_STONE	BT_STONE	
32	type	BT_WG_REVERSE_HEAL	BT_WG_REVERSE_HEAL	
29	type	BT_MARKING	BT_MARKING	
29	type	BT_WG_DMG	BT_WG_DMG	
29	type	BT_REVERSE_HEAL_CAP	BT_REVERSE_HEAL_CAP	
28	type	BT_RESOURCE_CHARGE	BT_RESOURCE_CHARGE	
27	type	BT_COOL2_CHARGE	BT_COOL2_CHARGE	
25	type	BT_SILENCE	BT_SILENCE	
24	type	BT_SHIELD_BASED_TARGET	BT_SHIELD_BASED_TARGET	
24	type	BT_RESURRECTION	BT_RESURRECTION	
23	type	BT_DMG_TARGET_STAT	BT_DMG_TARGET_STAT	SYS_BUFF_ADDITIVE_ATTACK
23	type	BT_SEALED_RESURRECTION	BT_SEALED_RESURRECTION	
22	type	BT_IMMEDIATELY_BURN	BT_IMMEDIATELY_BURN	
19	type	BT_DMG_OWNER_LOST_HP_RATE	BT_DMG_OWNER_LOST_HP_RATE	
19	type	BT_SKILL_RANGE_ALL	BT_SKILL_RANGE_ALL	
19	type	BT_DOT_CURSE_CAP	BT_DOT_CURSE_CAP	
18	type	BT_UNDEAD	BT_UNDEAD	
18	type	BT_DMG_ENEMY_TEAM_DECREASE	BT_DMG_ENEMY_TEAM_DECREASE	
17	type	BT_REVERSE_HEAL_BASED_CASTER	BT_REVERSE_HEAL_BASED_CASTER	
17	type	BT_SEALED_RECEIVE_HEAL	BT_SEALED_RECEIVE_HEAL	SYS_BUFF_SEALED_RECEIVE_HEAL
17	type	BT_RUN_PASSIVE_SKILL_ON_TURN_END_DEFENDER	BT_RUN_PASSIVE_SKILL_ON_TURN_END_DEFENDER	
16	type	BT_DMG_TARGET_BREAK	BT_DMG_TARGET_BREAK	
16	type	BT_RESOURCE_USE_SKILL	BT_RESOURCE_USE_SKILL	
16	type	BT_STEAL_BUFF	BT_STEAL_BUFF	
15	type	BT_SWAP_STAT_ATTACK	BT_SWAP_STAT_ATTACK	
15	type	BT_KILL_UNDER_HP_RATE	BT_KILL_UNDER_HP_RATE	SYS_BUFF_KILL_UNDER_HP_RATE
13	type	BT_DMG_ELEMENT_SUPERIORITY	BT_DMG_ELEMENT_SUPERIORITY	
13	type	BT_DOT_2000092	BT_DOT_2000092	
13	type	BT_REVIVAL	BT_REVIVAL	SYS_BUFF_REVIVAL|ITEM_C_EQUIP_2000042_NAME
12	type	BT_BURN_ENHANCE	BT_BURN_ENHANCE	
11	type	BT_CALL_BACKUP_2	BT_CALL_BACKUP_2	SYS_BUFF_BACKUP
11	type	BT_RUN_FIRST_SKILL_ON_TURN_END_DEFENDER	BT_RUN_FIRST_SKILL_ON_TURN_END_DEFENDER	ITEM_ACC_U_1_2_BUFF_NAME
11	type	BT_IMMEDIATELY_CURSE	BT_IMMEDIATELY_CURSE	
10	type	BT_DMG_OWNER_BUFF	BT_DMG_OWNER_BUFF	
10	type	BT_SHARE_DMG	BT_SHARE_DMG	
10	type	BT_DMG_REDUCE_FINAL	BT_DMG_REDUCE_FINAL	
9	type	BT_ACTION_GAUGE_ENHANCE	BT_ACTION_GAUGE_ENHANCE	
9	type	BT_INCREASE_RECEIVE_HEAL	BT_INCREASE_RECEIVE_HEAL	
9	type	BT_ADDITIVE_ATTACK_ON_EVENT	BT_ADDITIVE_ATTACK_ON_EVENT	SYS_BUFF_ADDITIVE_ATTACK
9	type	BT_SKILL_USING_CONDITION	BT_SKILL_USING_CONDITION	
9	type	BT_BLEED_ENHANCE	BT_BLEED_ENHANCE	
8	type	BT_STAT_OWNER_LOST_HP_RATE_HALF	BT_STAT_OWNER_LOST_HP_RATE_HALF	
8	type	BT_POISON_ENHANCE	BT_POISON_ENHANCE	
8	type	BT_STAT_BUFF_ENHANCE	BT_STAT_BUFF_ENHANCE	
8	type	BT_RUN_PASSIVE_SKILL_ON_TURN_END_TEAM_IGNORE_SEAL_ADDITIVE	BT_RUN_PASSIVE_SKILL_ON_TURN_END_TEAM_IGNORE_SEAL_ADDITIVE	
8	type	BT_LIGHTNING_ENHANCE	BT_LIGHTNING_ENHANCE	
7	type	BT_RESOURCE_CHARGE_BUFF_CASTER	BT_RESOURCE_CHARGE_BUFF_CASTER	
7	type	BT_STEALTHED	BT_STEALTHED	SYS_BUFF_STEALTHED
7	type	BT_LIMIT_DMG_TURN	BT_LIMIT_DMG_TURN	
7	type	BT_IMMEDIATELY_BLEED	BT_IMMEDIATELY_BLEED	
7	type	BT_IMMEDIATELY_POISON	BT_IMMEDIATELY_POISON	
7	type	BT_CURSE_ENHANCE	BT_CURSE_ENHANCE	
6	type	BT_2000092_ENHANCE	BT_2000092_ENHANCE	
6	type	BT_DMG_CASTER_STAT	BT_DMG_CASTER_STAT	
6	type	BT_SECOND_TRIGGER	BT_SECOND_TRIGGER	SYS_BUFF_REVENGE_HEAL
5	type	BT_REDUCE_RECEIVE_HEAL	BT_REDUCE_RECEIVE_HEAL	
5	type	BT_DMG_TARGET_BUFF	BT_DMG_TARGET_BUFF	
4	type	BT_REVIVAL_N_RUN_PASSIVE_SKILL	BT_REVIVAL_N_RUN_PASSIVE_SKILL	
4	type	BT_DMG_KILL_COUNT_STACK	BT_DMG_KILL_COUNT_STACK	
4	type	BT_IMMEDIATELY_2000092	BT_IMMEDIATELY_2000092	
4	type	BT_GROUP_CASTER_TOOLTIP_CHECK	BT_GROUP_CASTER_TOOLTIP_CHECK	
3	type	BT_SEAL_ADDITIVE_ATTACK	BT_SEAL_ADDITIVE_ATTACK	SYS_BUFF_SEAL_ADDATTACK
3	type	BT_STATBUFF_CONVERT_TO_STATDEBUFF	BT_STATBUFF_CONVERT_TO_STATDEBUFF	
3	type	BT_RESOURCE_DOWN	BT_RESOURCE_DOWN	
3	type	BT_REDISTRIBUTE_BUFF	BT_REDISTRIBUTE_BUFF	
3	type	BT_ACTION_GAUGE_ENHANCE_REVERSE	BT_ACTION_GAUGE_ENHANCE_REVERSE	SYS_BUFF_SEAL_ACTION_GAUGE
3	type	BT_DMG_OWNER_DEBUFF	BT_DMG_OWNER_DEBUFF	
3	type	BT_DEATH	BT_DEATH	
3	type	BT_HEAL_BATTLE_FINISH	BT_HEAL_BATTLE_FINISH	SYS_BUFF_HEAL
2	type	BT_ACTION_GAUGE_ON_TURN_END_TEAM_2	BT_ACTION_GAUGE_ON_TURN_END_TEAM_2	SYS_BUFF_ACTION_GAUGE_UP
2	type	BT_ACTION_GAUGE_ON_TURN_END_TEAM	BT_ACTION_GAUGE_ON_TURN_END_TEAM	UO_ACC_IRREGULAR_02_NAME|UO_ACC_IRREGULAR_02_NAME_EVENT
2	type	BT_DMG_NOT_CRITICAL	BT_DMG_NOT_CRITICAL	
2	type	BT_CASTER_COPY_BUFF	BT_CASTER_COPY_BUFF	
2	type	BT_GOLDEN_CURSE	BT_GOLDEN_CURSE	
2	type	BT_DMG_TARGET_LOST_HP_RATE	BT_DMG_TARGET_LOST_HP_RATE	
1	type	BT_STAT_TOWER_CONTENT	BT_STAT_TOWER_CONTENT	
1	type	BT_DMG_PVP_CONTENT	BT_DMG_PVP_CONTENT	
1	type	BT_EXTRA_ATTACK_ON_TURN_END	BT_EXTRA_ATTACK_ON_TURN_END	SYS_BUFF_ADDITIVE_ATTACK
1	type	BT_DMG_TOWER_CONTENT	BT_DMG_TOWER_CONTENT	
1	type	BT_REMOVE_DEATH	BT_REMOVE_DEATH	
1	type	BT_DMG_OWNER_TEAM_BUFF	BT_DMG_OWNER_TEAM_BUFF	
1	type	BT_REMOVE_BY_GROUP_ID	BT_REMOVE_BY_GROUP_ID	
1	type	BT_DMG_MY_TEAM_DECREASE	BT_DMG_MY_TEAM_DECREASE	
1	type	BT_SKILL_RANGE_SINGLE	BT_SKILL_RANGE_SINGLE	
1	type	BT_DMG_CASTER_LOST_HP_RATE	BT_DMG_CASTER_LOST_HP_RATE	
1	type	BT_STAT_DEBUFF_ENHANCE_IR	BT_STAT_DEBUFF_ENHANCE_IR	
1	type	BT_COOL_MAX_REDUCE	BT_COOL_MAX_REDUCE	
1	type	BT_AP_INCREASE	BT_AP_INCREASE	
1	type	BT_AP_DECREASE	BT_AP_DECREASE	
28	type_derived	BT_CONTINU_HEAL	BT_HEAL_BASED_TARGET|BT_HEAL_BASED_CASTER	SYS_BUFF_TURN_HEAL
52	type_ir_fallback	BT_STAT|ST_ATK_IR	BT_STAT	
42	type_ir_fallback	BT_STAT|ST_SPEED_IR	BT_STAT	
33	type_ir_fallback	BT_STAT|ST_CRITICAL_RATE_IR	BT_STAT	
25	type_ir_fallback	BT_STAT|ST_DMG_REDUCE_RATE_IR	BT_STAT	
23	type_ir_fallback	BT_STAT|ST_DEF_IR	BT_STAT	
22	type_ir_fallback	BT_DOT_BURN_IR	BT_DOT_BURN	
21	type_ir_fallback	BT_IMMUNE_IR	BT_IMMUNE	SYS_BUFF_IMMUNE
20	type_ir_fallback	BT_INVINCIBLE_IR	BT_INVINCIBLE	
20	type_ir_fallback	BT_SILENCE_IR	BT_SILENCE	
18	type_ir_fallback	BT_STUN_IR	BT_STUN	
16	type_ir_fallback	BT_DOT_CURSE_IR	BT_DOT_CURSE	
15	type_ir_fallback	BT_STAT|ST_BUFF_CHANCE_IR	BT_STAT	
15	type_ir_fallback	BT_DOT_POISON_IR	BT_DOT_POISON	
13	type_ir_fallback	BT_DMG_REDUCE_IR	BT_DMG_REDUCE	
10	type_ir_fallback	BT_STAT|ST_BUFF_RESIST_IR	BT_STAT	
10	type_ir_fallback	BT_DOT_BLEED_IR	BT_DOT_BLEED	
10	type_ir_fallback	BT_SEALED_IR	BT_SEALED	SYS_BUFF_SEALED
8	type_ir_fallback	BT_STAT|ST_CRITICAL_DMG_RATE_IR	BT_STAT	
8	type_ir_fallback	BT_SEALED_RECEIVE_HEAL_IR	BT_SEALED_RECEIVE_HEAL	SYS_BUFF_SEALED_RECEIVE_HEAL
8	type_ir_fallback	BT_SHIELD_BASED_CASTER_IR	BT_SHIELD_BASED_CASTER	
7	type_ir_fallback	BT_DOT_LIGHTNING_IR	BT_DOT_LIGHTNING	
5	type_ir_fallback	BT_STAT_BUFF_ENHANCE_IR	BT_STAT_BUFF_ENHANCE	
5	type_ir_fallback	BT_SEAL_BT_CALL_BACKUP_IR	BT_SEAL_BT_CALL_BACKUP	
5	type_ir_fallback	BT_FREEZE_IR	BT_FREEZE	
4	type_ir_fallback	BT_STONE_IR	BT_STONE	
4	type_ir_fallback	BT_STAT_DEBUFF_ENHANCE_IR	BT_STAT_DEBUFF_ENHANCE_IR	
4	type_ir_fallback	BT_STAT|ST_ACCURACY_IR	BT_STAT	
3	type_ir_fallback	BT_STAT|ST_AVOID_IR	BT_STAT	
3	type_ir_fallback	BT_STAT|ST_PIERCE_POWER_RATE_IR	BT_STAT	
3	type_ir_fallback	BT_STEALTHED_IR	BT_STEALTHED	SYS_BUFF_STEALTHED
3	type_ir_fallback	BT_NONE_IR	BT_NONE	
3	type_ir_fallback	BT_SEAL_ADDITIVE_TURN_IR	BT_SEAL_ADDITIVE_TURN	SYS_BUFF_SEAL_ADDTURN
3	type_ir_fallback	BT_STAT|ST_COUNTER_RATE_IR	BT_STAT	SYS_BUFF_COUNTER_UP
2	type_ir_fallback	BT_DEATH_IR	BT_DEATH	
2	type_ir_fallback	BT_AGGRO_IR	BT_AGGRO	
2	type_ir_fallback	BT_RESOURCE_USE_SKILL_IR	BT_RESOURCE_USE_SKILL	
2	type_ir_fallback	BT_HEAL_BASED_TARGET_IR	BT_HEAL_BASED_TARGET	
2	type_ir_fallback	BT_SEAL_ADDITIVE_ATTACK_IR	BT_SEAL_ADDITIVE_ATTACK	SYS_BUFF_SEAL_ADDATTACK
1	type_ir_fallback	BT_ACTION_GAUGE_ENHANCE_REVERSE_IR	BT_ACTION_GAUGE_ENHANCE_REVERSE	SYS_BUFF_SEAL_ACTION_GAUGE
1	type_ir_fallback	BT_MARKING_IR	BT_MARKING	
1	type_ir_fallback	BT_SHIELD_BASED_TARGET_IR	BT_SHIELD_BASED_TARGET	
392	type_stat	BT_STAT|ST_ATK	BT_STAT	SYS_BUFF_ATTACK_UP
330	type_stat	BT_STAT|ST_DEF	BT_STAT	
283	type_stat	BT_STAT|ST_SPEED	BT_STAT	
216	type_stat	BT_STAT|ST_CRITICAL_RATE	BT_STAT	
143	type_stat	BT_STAT|ST_BUFF_CHANCE	BT_STAT	
134	type_stat	BT_STAT|ST_PIERCE_POWER_RATE	BT_STAT	
91	type_stat	BT_STAT|ST_CRITICAL_DMG_RATE	BT_STAT	ITEM_C_EQUIP_2000085_NAME
88	type_stat	BT_STAT|ST_BUFF_RESIST	BT_STAT	
47	type_stat	BT_STAT|ST_COUNTER_RATE	BT_STAT	SYS_BUFF_COUNTER_UP|SYS_BUFF_COUNTER
37	type_stat	BT_STAT|ST_AVOID	BT_STAT	
32	type_stat	BT_STAT|ST_ACCURACY	BT_STAT	
23	type_stat	BT_STAT|ST_HP	BT_STAT	
20	type_stat	BT_STAT|ST_GET_CHARACTER_EXP_RATE	BT_STAT	
20	type_stat	BT_STAT|ST_VAMPIRIC	BT_STAT	
9	type_stat	BT_STAT|ST_GET_GOLD_RATE	BT_STAT	
8	type_stat	BT_STAT|ST_DMG_REDUCE_RATE	BT_STAT	
7	type_stat	BT_STAT|ST_AVOID_ADD_CAP	BT_STAT	
6	type_stat	BT_STAT|ST_ENTER_AP	BT_STAT	
5	type_stat	BT_STAT|ST_HIT_HP_RECOVERY	BT_STAT	
4	type_stat	BT_STAT|ST_AVOID_SUBTRACT_CAP	BT_STAT	
1	type_stat	BT_STAT|ST_KILL_AP	BT_STAT	
1	type_stat	BT_STAT|ST_DMG_BOOST	BT_STAT	
